row_id,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature_0429
67,67.0,2011-01-03,1.0,0.0,1.0,21.0,0.0,1.0,1.0,1.0,0.18,0.18901333558334527,0.64,0.1343,3.0,49.0,52.0,0.18
68,68.0,2011-01-03,1.0,0.0,1.0,22.0,0.0,1.0,1.0,1.0,0.14,0.14720580663168858,0.69,0.1343,0.0,20.0,20.0,0.14
69,69.0,2011-01-03,1.0,0.0,1.0,23.0,0.0,1.0,1.0,1.0,0.18,0.189411567504074,0.55,0.1045,1.0,11.0,12.0,0.18
70,70.0,2011-01-04,1.0,0.0,1.0,0.0,0.0,2.0,1.0,,0.16,0.1680746533514237,0.55,0.1045,0.0,5.0,5.0,0.16
71,71.0,2011-01-04,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.16,0.1645745684876549,0.59,0.1045,0.0,2.0,2.0,0.16
72,72.0,2011-01-04,1.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.14,0.15124558436096408,0.63,0.1343,0.0,1.0,1.0,0.14
73,73.0,2011-01-04,1.0,,1.0,4.0,0.0,2.0,1.0,1.0,0.14,0.15080681186925043,0.63,0.0896,0.0,2.0,2.0,0.14
74,74.0,2011-01-04,1.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,0.12,0.14123011733860424,0.68,0.1045,0.0,4.0,4.0,0.12
75,75.0,2011-01-04,1.0,0.0,1.0,6.0,0.0,2.0,1.0,,0.12,0.14132288743362126,0.74,0.1045,0.0,36.0,36.0,0.12
76,76.0,2011-01-04,1.0,0.0,1.0,7.0,0.0,2.0,1.0,1.0,0.12,0.1332550482159895,0.74,0.1343,2.0,92.0,94.0,0.12
77,77.0,2011-01-04,1.0,0.0,1.0,8.0,0.0,2.0,1.0,1.0,0.14,0.1541160222948048,0.69,0.1642,2.0,177.0,179.0,0.14
78,78.0,2011-01-04,1.0,0.0,,9.0,0.0,2.0,1.0,1.0,0.16,0.16295989519544168,0.64,0.2239,2.0,98.0,100.0,0.16
79,79.0,2011-01-04,1.0,0.0,1.0,10.0,0.0,2.0,1.0,2.0,0.16,0.1698184957909375,0.69,0.3284,5.0,37.0,42.0,0.16
80,80.0,2011-01-04,1.0,0.0,1.0,11.0,0.0,2.0,1.0,1.0,,0.2121,0.51,0.2985,7.0,50.0,57.0,
81,81.0,2011-01-04,1.0,,1.0,12.0,0.0,2.0,1.0,1.0,0.22,0.22956589734168048,0.51,0.1642,12.0,66.0,78.0,0.22
82,82.0,2011-01-04,1.0,0.0,1.0,13.0,0.0,2.0,1.0,1.0,0.24,0.24925985527949024,0.56,0.194,18.0,79.0,97.0,0.24
83,83.0,2011-01-04,1.0,0.0,1.0,14.0,0.0,2.0,1.0,1.0,0.26,0.2593345315674127,0.52,0.2239,9.0,54.0,63.0,0.26
84,84.0,2011-01-04,1.0,0.0,1.0,15.0,0.0,2.0,1.0,1.0,0.28,0.28665930207492163,0.52,0.2537,17.0,48.0,65.0,0.28
85,85.0,2011-01-04,1.0,0.0,1.0,,0.0,2.0,1.0,1.0,0.3,0.29076171024890174,0.49,0.2537,15.0,68.0,83.0,0.3
86,,2011-01-04,1.0,0.0,1.0,17.0,0.0,2.0,1.0,1.0,0.28,0.2743322507121483,0.48,0.2239,10.0,202.0,212.0,0.28
87,87.0,2011-01-04,1.0,0.0,1.0,18.0,0.0,2.0,1.0,1.0,0.26,0.26696138023889215,0.48,0.194,3.0,179.0,182.0,0.26
88,88.0,2011-01-04,1.0,0.0,1.0,19.0,0.0,2.0,1.0,1.0,0.24,0.2547050693003605,0.48,0.1045,2.0,110.0,112.0,0.24
89,89.0,2011-01-04,1.0,0.0,1.0,20.0,0.0,2.0,1.0,1.0,0.24,0.2483917206458334,0.48,0.1045,1.0,53.0,54.0,0.24
90,90.0,2011-01-04,1.0,0.0,1.0,21.0,0.0,2.0,1.0,1.0,0.22,0.22857277062180756,0.64,0.0,0.0,48.0,48.0,0.22
91,91.0,2011-01-04,1.0,0.0,1.0,22.0,0.0,2.0,1.0,1.0,0.22,0.21656811137728865,0.64,0.0896,1.0,34.0,35.0,0.22
92,92.0,2011-01-04,1.0,0.0,1.0,23.0,0.0,2.0,1.0,,0.2,0.199174621177069,0.69,0.0896,2.0,9.0,11.0,0.2
93,93.0,2011-01-05,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.2,0.211619279702225,0.64,0.0,0.0,6.0,6.0,0.2
94,94.0,2011-01-05,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.16,0.1723670501313287,0.74,0.0896,0.0,,6.0,0.16
95,95.0,2011-01-05,1.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,0.16,0.16835839621455034,0.74,0.0896,0.0,2.0,2.0,0.16
96,96.0,2011-01-05,1.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.24,0.24518884034612176,0.48,0.2239,0.0,2.0,2.0,0.24
97,97.0,2011-01-05,1.0,0.0,1.0,5.0,0.0,3.0,1.0,1.0,0.22,0.22804423328941065,0.47,0.1642,0.0,3.0,3.0,0.22
98,98.0,2011-01-05,1.0,0.0,1.0,6.0,,3.0,1.0,1.0,0.2,0.2141703602294955,0.47,0.2239,0.0,33.0,33.0,0.2
99,99.0,2011-01-05,1.0,0.0,1.0,7.0,0.0,3.0,1.0,1.0,0.18,0.19197334262504695,0.43,0.194,1.0,87.0,88.0,0.18
100,100.0,2011-01-05,1.0,0.0,1.0,8.0,0.0,3.0,1.0,1.0,0.2,0.21523671028426206,0.4,0.2985,3.0,192.0,195.0,0.2
101,101.0,2011-01-05,1.0,0.0,1.0,9.0,0.0,3.0,1.0,1.0,0.22,0.22656089215996716,0.37,0.3284,6.0,,115.0,0.22
102,102.0,2011-01-05,1.0,0.0,1.0,10.0,0.0,3.0,1.0,1.0,0.22,0.22589975074567342,0.37,0.3284,4.0,53.0,57.0,0.22
103,103.0,2011-01-05,1.0,0.0,1.0,11.0,0.0,3.0,1.0,1.0,0.26,0.2679535873210973,0.33,0.3284,12.0,34.0,46.0,0.26
104,104.0,2011-01-05,1.0,0.0,1.0,12.0,0.0,3.0,1.0,1.0,0.26,0.25700281025665883,0.33,0.3284,5.0,74.0,79.0,0.26
105,105.0,2011-01-05,1.0,0.0,1.0,13.0,0.0,3.0,1.0,1.0,0.28,0.2956551967343138,0.3,0.2985,6.0,65.0,71.0,0.28
106,106.0,2011-01-05,1.0,0.0,1.0,14.0,0.0,3.0,1.0,1.0,0.3,0.3008986992260637,0.28,,10.0,52.0,62.0,0.3
107,107.0,2011-01-05,1.0,0.0,1.0,15.0,0.0,3.0,1.0,1.0,0.3,0.3009285683586974,0.28,0.194,7.0,55.0,62.0,0.3
108,108.0,2011-01-05,1.0,0.0,1.0,16.0,0.0,3.0,1.0,1.0,0.3,0.3026109524387597,0.28,0.0896,4.0,85.0,89.0,0.3
109,109.0,2011-01-05,1.0,0.0,1.0,17.0,0.0,3.0,1.0,1.0,0.24,0.2549004744663432,0.38,0.194,4.0,186.0,190.0,0.24
110,110.0,2011-01-05,1.0,0.0,1.0,18.0,0.0,3.0,1.0,1.0,0.24,0.2495390021888297,0.38,0.1343,3.0,166.0,169.0,0.24
111,111.0,2011-01-05,1.0,0.0,1.0,19.0,0.0,3.0,1.0,1.0,0.24,0.2371421602949929,0.38,0.1045,5.0,127.0,132.0,0.24
112,112.0,2011-01-05,1.0,0.0,1.0,20.0,0.0,3.0,1.0,1.0,0.22,0.2349507525326109,0.47,0.1642,7.0,82.0,89.0,0.22
113,113.0,2011-01-05,1.0,0.0,1.0,21.0,0.0,3.0,1.0,1.0,0.2,0.20728006579875105,0.51,0.194,3.0,40.0,43.0,0.2
114,114.0,2011-01-05,1.0,0.0,1.0,22.0,0.0,3.0,1.0,1.0,0.18,0.19227148221641505,0.55,0.1343,1.0,41.0,42.0,0.18
115,115.0,2011-01-05,1.0,0.0,1.0,23.0,0.0,3.0,1.0,1.0,0.2,0.2040677257228327,0.47,0.0,1.0,18.0,19.0,0.2
116,116.0,2011-01-06,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,0.18,0.19587990629628813,0.55,0.0,0.0,11.0,11.0,0.18
117,117.0,2011-01-06,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.16,0.17170366714511653,0.64,0.0,0.0,4.0,4.0,0.16
118,118.0,2011-01-06,1.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,0.16,0.17573253884094092,0.64,0.0,0.0,2.0,2.0,0.16
119,119.0,2011-01-06,1.0,0.0,1.0,4.0,0.0,4.0,1.0,2.0,0.16,0.17276355405096722,0.64,0.0896,0.0,1.0,1.0,0.16
120,120.0,,1.0,0.0,1.0,5.0,0.0,4.0,1.0,2.0,0.14,0.16673965004497032,0.69,0.0896,0.0,4.0,4.0,0.14
121,121.0,2011-01-06,1.0,0.0,1.0,6.0,0.0,4.0,1.0,2.0,0.14,0.16659354205405724,0.63,0.1045,0.0,36.0,36.0,0.14
122,122.0,2011-01-06,,0.0,1.0,7.0,0.0,4.0,1.0,2.0,0.16,0.17544489760499965,0.59,0.0,0.0,95.0,95.0,0.16
123,123.0,2011-01-06,1.0,0.0,1.0,8.0,0.0,4.0,1.0,1.0,0.16,0.17553852140117332,0.59,0.0,3.0,216.0,219.0,0.16
124,124.0,2011-01-06,1.0,0.0,1.0,9.0,0.0,,1.0,2.0,0.18,0.19105709544132377,0.51,0.0,6.0,116.0,122.0,0.18
125,125.0,2011-01-06,1.0,0.0,1.0,10.0,0.0,4.0,1.0,1.0,0.2,0.21685461309520565,0.47,0.0,3.0,42.0,45.0,0.2
126,126.0,2011-01-06,1.0,0.0,1.0,11.0,0.0,4.0,1.0,1.0,0.22,0.22657276636414414,0.44,0.0896,2.0,57.0,59.0,0.22
127,127.0,2011-01-06,1.0,0.0,1.0,12.0,0.0,4.0,1.0,1.0,0.26,0.2618073275627215,0.35,0.0,6.0,78.0,84.0,0.26
128,128.0,2011-01-06,1.0,0.0,1.0,13.0,0.0,4.0,1.0,1.0,0.26,0.268856063746171,0.35,0.1045,12.0,55.0,67.0,0.26
129,129.0,2011-01-06,1.0,0.0,1.0,14.0,0.0,4.0,1.0,1.0,0.28,0.27813481531440387,0.36,0.1642,11.0,59.0,70.0,0.28
130,130.0,2011-01-06,1.0,0.0,1.0,15.0,0.0,4.0,1.0,1.0,0.28,0.2808181285899797,0.36,0.0,8.0,54.0,62.0,0.28
131,131.0,2011-01-06,1.0,0.0,1.0,16.0,0.0,4.0,1.0,1.0,0.26,0.2546799492947033,0.38,0.1642,12.0,74.0,86.0,0.26
132,132.0,2011-01-06,1.0,0.0,1.0,17.0,0.0,4.0,1.0,1.0,0.22,0.23120205674253694,0.51,0.1642,9.0,163.0,172.0,0.22
133,133.0,2011-01-06,1.0,0.0,1.0,18.0,0.0,4.0,1.0,1.0,0.22,0.23783162441071853,0.51,0.1343,5.0,158.0,163.0,0.22
134,134.0,2011-01-06,1.0,0.0,1.0,19.0,0.0,4.0,1.0,1.0,0.22,0.23220237800571444,0.55,0.0896,3.0,109.0,112.0,0.22
135,135.0,2011-01-06,1.0,0.0,1.0,20.0,0.0,4.0,1.0,1.0,0.2,0.21739694518099603,0.51,0.1642,3.0,66.0,69.0,0.2
136,136.0,2011-01-06,1.0,0.0,1.0,21.0,0.0,4.0,1.0,2.0,0.22,0.22243525910988846,0.55,0.2239,0.0,48.0,48.0,0.22
137,137.0,2011-01-06,1.0,0.0,1.0,22.0,0.0,4.0,1.0,2.0,0.22,0.22823792346029045,0.51,0.2836,1.0,,52.0,0.22
138,138.0,2011-01-06,1.0,,1.0,23.0,0.0,4.0,1.0,2.0,0.2,0.20405145646109266,0.59,0.194,4.0,19.0,23.0,0.2
139,139.0,2011-01-07,1.0,0.0,1.0,0.0,0.0,5.0,1.0,2.0,0.2,0.20788653789337452,0.64,0.194,4.0,13.0,17.0,0.2
140,140.0,2011-01-07,1.0,0.0,1.0,1.0,0.0,5.0,1.0,2.0,0.2,0.21324720807344916,0.69,0.2239,2.0,5.0,7.0,0.2
141,141.0,2011-01-07,1.0,0.0,1.0,2.0,0.0,5.0,1.0,2.0,0.2,0.2096533811828758,0.69,0.2239,0.0,1.0,1.0,0.2
142,142.0,2011-01-07,1.0,0.0,1.0,4.0,0.0,5.0,1.0,2.0,0.2,0.20198766530921577,0.69,0.1343,0.0,1.0,1.0,0.2
143,143.0,2011-01-07,1.0,0.0,1.0,5.0,0.0,5.0,1.0,3.0,0.22,0.2217394385283835,0.55,0.0,0.0,5.0,5.0,0.22
144,144.0,2011-01-07,1.0,0.0,1.0,6.0,0.0,5.0,1.0,,0.2,0.20352140749008726,0.69,0.0,8.0,26.0,34.0,0.2
145,145.0,,1.0,0.0,1.0,7.0,0.0,5.0,1.0,1.0,0.2,0.21219511769534263,0.69,,8.0,76.0,84.0,0.2
146,146.0,2011-01-07,1.0,0.0,1.0,8.0,0.0,5.0,1.0,1.0,0.2,0.22017165402966068,0.51,0.2537,20.0,190.0,210.0,0.2
147,147.0,2011-01-07,1.0,0.0,1.0,9.0,0.0,5.0,1.0,1.0,0.2,0.21595539901812766,0.47,0.2985,9.0,125.0,134.0,0.2
148,148.0,2011-01-07,1.0,0.0,1.0,10.0,0.0,5.0,1.0,1.0,0.22,0.21635405296200153,0.37,0.3284,16.0,47.0,63.0,0.22
149,149.0,2011-01-07,1.0,0.0,1.0,11.0,0.0,5.0,1.0,2.0,0.2,0.2167256363630034,0.4,0.2239,19.0,48.0,67.0,0.2
150,150.0,2011-01-07,1.0,0.0,1.0,12.0,0.0,5.0,1.0,2.0,0.2,0.21412739105021655,0.37,0.2537,9.0,50.0,59.0,0.2
151,151.0,2011-01-07,1.0,0.0,1.0,13.0,0.0,5.0,1.0,2.0,0.2,0.2003675082366542,0.37,0.2836,9.0,64.0,73.0,0.2
152,152.0,2011-01-07,1.0,0.0,1.0,14.0,0.0,5.0,1.0,2.0,0.2,0.2074821407045095,0.4,0.2537,7.0,43.0,50.0,0.2
153,153.0,2011-01-07,1.0,0.0,1.0,15.0,0.0,5.0,1.0,2.0,0.2,0.2154334111809257,0.37,0.1642,9.0,63.0,72.0,0.2
154,154.0,2011-01-07,1.0,0.0,1.0,16.0,0.0,5.0,1.0,2.0,0.2,0.21251130222470777,0.37,0.1642,5.0,82.0,87.0,0.2
155,155.0,2011-01-07,1.0,0.0,1.0,17.0,0.0,5.0,1.0,2.0,0.2,0.20390775385831103,0.37,0.0,9.0,178.0,187.0,0.2
156,156.0,2011-01-07,,0.0,1.0,18.0,0.0,5.0,1.0,1.0,0.2,0.21329060440735267,0.4,0.0896,7.0,116.0,123.0,0.2
157,157.0,2011-01-07,1.0,0.0,1.0,19.0,0.0,5.0,1.0,1.0,0.16,0.1628278511185891,0.55,0.0896,3.0,92.0,95.0,0.16
158,158.0,2011-01-07,1.0,0.0,1.0,20.0,0.0,5.0,1.0,1.0,0.18,0.1909555423747128,0.47,,1.0,50.0,51.0,0.18
159,159.0,2011-01-07,1.0,0.0,1.0,21.0,0.0,5.0,1.0,1.0,0.18,0.19779739710205038,0.47,0.1343,0.0,39.0,39.0,0.18
160,160.0,2011-01-07,1.0,0.0,1.0,22.0,0.0,5.0,1.0,2.0,0.18,0.19179565360255507,0.43,0.1642,2.0,34.0,36.0,0.18
161,161.0,2011-01-07,1.0,0.0,1.0,23.0,0.0,5.0,1.0,2.0,0.18,0.18902234491135828,0.51,0.1642,1.0,14.0,15.0,0.18
162,162.0,2011-01-08,1.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,0.18,0.19646464750179626,0.51,0.1642,1.0,24.0,25.0,0.18
163,163.0,2011-01-08,1.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,0.18,0.19737548906740193,0.55,0.0896,1.0,15.0,16.0,0.18
164,164.0,2011-01-08,1.0,0.0,1.0,2.0,0.0,6.0,0.0,2.0,0.18,0.20008189809474583,0.55,0.0,3.0,13.0,16.0,0.18
165,165.0,,1.0,0.0,1.0,3.0,0.0,6.0,0.0,3.0,0.18,0.1963842150946836,0.55,0.1642,0.0,7.0,7.0,0.18
166,166.0,2011-01-08,1.0,0.0,1.0,4.0,0.0,6.0,0.0,3.0,0.18,0.19749407282395468,0.55,0.1642,0.0,1.0,1.0,0.18
167,167.0,2011-01-08,1.0,0.0,1.0,5.0,0.0,6.0,0.0,2.0,0.16,0.1773065214359858,0.74,0.1642,0.0,5.0,5.0,0.16
168,168.0,2011-01-08,1.0,0.0,1.0,6.0,0.0,6.0,0.0,2.0,0.16,0.17480099432902096,0.74,0.1642,0.0,2.0,2.0,0.16
169,169.0,2011-01-08,1.0,0.0,1.0,7.0,0.0,6.0,0.0,2.0,0.16,0.17431038936235527,0.74,0.1045,1.0,8.0,9.0,0.16
